node_id,degree,clustering,betweenness,pagerank,eigenvector,pagerank_rank,DB_labels,chromosome,start,end,read_count,bases_covered,bin_size,coverage_fraction,total_genes,total_genes_length
174,38.0,0.35135135135135137,0.0007612445209425011,0.002617953927644049,0.0414955441980568,243,2,NC_000007.14,55665000,55670000,1,47,5000,0.0094,0,0
175,54.0,0.2983927323549965,0.0020685301705715025,0.0035048578983764437,0.05475933954749787,184,1,NC_000007.14,55670000,55675000,5,159,5000,0.0318,0,0
176,66.0,0.28205128205128205,0.0033357080420556894,0.004163991261770171,0.06470981780906736,91,2,NC_000007.14,55675000,55680000,46,1192,5000,0.2384,0,0
177,48.0,0.2969472710453284,0.001616066772690891,0.0031963097366839075,0.047549726277208444,209,1,NC_000007.14,55680000,55685000,7073,5000,5000,1.0,0,0
178,44.0,0.29069767441860467,0.0014208982309796372,0.0029868980232083484,0.04170963930434282,226,1,NC_000007.14,55685000,55690000,2262,5000,5000,1.0,0,0
179,58.0,0.2951127819548872,0.0022590546327686772,0.003718728686963098,0.0579093029428127,153,2,NC_000007.14,55690000,55695000,1470,5000,5000,1.0,0,0
180,75.0,0.27952610144390966,0.004339754130375317,0.0046622497025728925,0.07101324386421982,46,2,NC_000007.14,55695000,55700000,581,5000,5000,1.0,0,0
181,64.0,0.300563236047107,0.002657704868480799,0.00402981018843676,0.0654875339489537,102,2,NC_000007.14,55700000,55705000,9,5000,5000,1.0,0,0
182,72.0,0.27073552425665104,0.0038237297256898716,0.004476929368204299,0.07004447936983811,58,2,NC_000007.14,55705000,55710000,1152,4978,5000,0.9956,0,0
183,62.0,0.2797814207650273,0.0029562613595851116,0.003956378035194282,0.059225539559917384,113,2,NC_000007.14,55710000,55715000,1248,3380,5000,0.676,0,0
184,64.0,0.29811507936507936,0.002743681346759859,0.004028987352217191,0.06476127103331411,103,2,NC_000007.14,55715000,55720000,14,476,5000,0.0952,0,0
185,61.0,0.2993125330512956,0.002654168387818884,0.003939507583877432,0.060534167094357993,117,1,NC_000007.14,55720000,55725000,5,717,5000,0.1434,0,0
186,57.0,0.2603896103896104,0.0026272244159042646,0.0036917338072463253,0.05363059646929219,159,1,NC_000007.14,55725000,55730000,17,542,5000,0.1084,0,0
187,59.0,0.2613430127041742,0.0026619851033039014,0.00379334737891828,0.05581803925012123,141,2,NC_000007.14,55730000,55735000,1526,682,5000,0.1364,0,0
188,50.0,0.28996598639455784,0.0017372655613220674,0.003293475249252107,0.04895297801502835,200,2,NC_000007.14,55735000,55740000,60,1109,5000,0.2218,0,0
189,98.0,0.2581527456343362,0.007923546872307657,0.005906691492074243,0.09254635250887397,7,1,NC_000007.14,55740000,55745000,186,3382,5000,0.6764,0,0
190,90.0,0.2731585518102372,0.0062717236890680325,0.005456653989810168,0.08776818658872614,15,2,NC_000007.14,55745000,55750000,252,3290,5000,0.658,1,4262
191,57.0,0.2857142857142857,0.002218391761320356,0.0036626059518797176,0.057272574596669755,163,2,NC_000007.14,55750000,55755000,30,618,5000,0.1236,2,12375
192,64.0,0.25448028673835127,0.0031607845934732396,0.004059074109828644,0.06112620120614026,100,2,NC_000007.14,55755000,55760000,32,1652,5000,0.3304,1,8113
193,81.0,0.24012345679012345,0.005843475013408649,0.005005462908833313,0.07459873943941801,32,2,NC_000007.14,55760000,55765000,1008,1481,5000,0.2962,0,0
194,58.0,0.300125313283208,0.00213569185842947,0.0037099210378350824,0.05962040353317427,155,2,NC_000007.14,55765000,55770000,92,5000,5000,1.0,0,0
195,90.0,0.29775280898876405,0.005594320091386975,0.005444842239926912,0.08862608591124627,16,1,NC_000007.14,55770000,55775000,3768,5000,5000,1.0,0,0
196,81.0,0.30493827160493825,0.004484986578879236,0.004951484347604968,0.08111746012781776,34,1,NC_000007.14,55775000,55780000,45,5000,5000,1.0,0,0
197,72.0,0.27082494969818915,0.0038447051728930665,0.004484795053158346,0.06940444434591084,56,2,NC_000007.14,55780000,55785000,16,5000,5000,1.0,0,0
198,69.0,0.30988917306052854,0.0030593713911727235,0.004345099157439499,0.0721524485743541,75,2,NC_000007.14,55785000,55790000,10,5000,5000,1.0,0,0
199,81.0,0.30185185185185187,0.004355092755436028,0.004940831681223567,0.08168043333295226,38,2,NC_000007.14,55790000,55795000,6,5000,5000,1.0,1,69212
200,67.0,0.30256410256410254,0.00307324193091533,0.004215266301860921,0.06602986769828288,86,2,NC_000007.14,55795000,55800000,16,5000,5000,1.0,0,0
201,51.0,0.3419607843137255,0.0015237268204153567,0.0033322536557439026,0.05165947598006952,195,2,NC_000007.14,55800000,55805000,3,5000,5000,1.0,0,0
202,69.0,0.3167092924126172,0.0030702777721108845,0.004302805773064253,0.06909702774320922,79,1,NC_000007.14,55805000,55810000,4,388,5000,0.0776,0,0
203,50.0,0.37795918367346937,0.0012114499850452703,0.003248820008411715,0.05428395692053933,203,1,NC_000007.14,55810000,55815000,1,51,5000,0.0102,0,0
204,56.0,0.37337662337662336,0.0015531973020250645,0.0035760630095044866,0.060560295468698844,174,2,NC_000007.14,55815000,55820000,1,49,5000,0.0098,0,0
205,50.0,0.313469387755102,0.0015457510271811809,0.0032776081420456717,0.05066471831868629,202,1,NC_000007.14,55820000,55825000,4,157,5000,0.0314,0,0
206,63.0,0.32786885245901637,0.0022719611900517355,0.003963644589656184,0.06602272575062582,111,2,NC_000007.14,55825000,55830000,2,100,5000,0.02,0,0
207,70.0,0.29979296066252586,0.003474791424892079,0.004377669633065506,0.06909872860167614,67,1,NC_000007.14,55830000,55835000,3,76,5000,0.0152,0,0
208,65.0,0.3125,0.0027031496435285392,0.004092306705103603,0.06532719463188683,98,2,NC_000007.14,55835000,55840000,2,95,5000,0.019,0,0
209,71.0,0.3039337474120083,0.003349140543267428,0.0044252529671184974,0.07045084561173968,62,2,NC_000007.14,55840000,55845000,3,104,5000,0.0208,0,0
210,67.0,0.3116236996834012,0.0029597307874857553,0.004207680259615544,0.06683740137303043,88,2,NC_000007.14,55845000,55850000,5,220,5000,0.044,0,0
211,60.0,0.28361581920903955,0.002677627875181693,0.003846837032734156,0.05750406972388434,129,1,NC_000007.14,55850000,55855000,4,198,5000,0.0396,0,0
212,85.0,0.2742296918767507,0.005679404214948362,0.005202755509211288,0.0819956597022073,25,2,NC_000007.14,55855000,55860000,29,1163,5000,0.2326,0,0
213,80.0,0.2911392405063291,0.00450633333447619,0.004910433607814322,0.07791549548314153,40,2,NC_000007.14,55860000,55865000,23,1085,5000,0.217,1,69212
214,85.0,0.2733893557422969,0.005519900730208689,0.005192855527329107,0.08172163196217111,26,2,NC_000007.14,55865000,55870000,40,1659,5000,0.3318,0,0
215,57.0,0.3302005012531328,0.002001536668614115,0.0036630218647342506,0.05741189169088846,162,2,NC_000007.14,55870000,55875000,50,1782,5000,0.3564,0,0
216,72.0,0.24021909233176839,0.004592880154248996,0.004521879475664469,0.06641359469186467,51,3,NC_000007.14,55875000,55880000,507,2940,5000,0.588,0,0
217,63.0,0.27392913802221047,0.003004113204198027,0.004007528922401947,0.06043072388192701,106,2,NC_000007.14,55880000,55885000,207,2194,5000,0.4388,0,0
218,89.0,0.27860061287027577,0.006101150925368808,0.0054109845969708345,0.08508198186182046,19,2,NC_000007.14,55885000,55890000,213,3154,5000,0.6308,1,54769
219,72.0,0.27543035993740217,0.0038221758514429007,0.004477579748012837,0.07039766132319944,57,2,NC_000007.14,55890000,55895000,91,5000,5000,1.0,0,0
220,71.0,0.28209255533199196,0.0035641385300952196,0.004415143347238472,0.07039831243707202,63,2,NC_000007.14,55895000,55900000,64,5000,5000,1.0,0,0
221,68.0,0.2923617208077261,0.003385986488072218,0.004268148179135064,0.06560221849314733,84,2,NC_000007.14,55900000,55905000,54,5000,5000,1.0,0,0
222,87.0,0.26917936380646884,0.005808502981818718,0.005299005027043325,0.08370248071763378,21,2,NC_000007.14,55905000,55910000,296,5000,5000,1.0,0,0
223,75.0,0.3065531284709367,0.0036068382273471296,0.004621119866100476,0.07601533157916104,47,2,NC_000007.14,55910000,55915000,1565,5000,5000,1.0,0,0
224,90.0,0.2949438202247191,0.005579276477914158,0.005437008439930807,0.08936876538133011,17,2,NC_000007.14,55915000,55920000,382,5000,5000,1.0,0,0
225,72.0,0.26369327073552423,0.004244133229479193,0.004502873021845934,0.06827238117179493,53,2,NC_000007.14,55920000,55925000,1428,5000,5000,1.0,0,0
226,63.0,0.2980030721966206,0.0028020940390584355,0.003993613713540328,0.06183610265781173,107,2,NC_000007.14,55925000,55930000,1149,5000,5000,1.0,0,0
227,56.0,0.2895622895622896,0.002022501922972967,0.003608397220196446,0.05542713185640714,168,3,NC_000007.14,55930000,55935000,478,5000,5000,1.0,0,0
228,54.0,0.32946298984034833,0.0016973182539981278,0.00349300746476614,0.05539726707812206,185,3,NC_000007.14,55935000,55940000,3214,5000,5000,1.0,0,0
229,51.0,0.3420408163265306,0.0014111897554668564,0.0033190717669879773,0.05310209085014746,197,1,NC_000007.14,55940000,55945000,4399,5000,5000,1.0,1,54769
230,52.0,0.3623529411764706,0.0013606524738543962,0.0033648519051235003,0.055334675608652066,194,2,NC_000007.14,55945000,55950000,1142,5000,5000,1.0,0,0
231,47.0,0.33117483811285847,0.0013077414852955148,0.00311461605665651,0.04824620991331671,216,2,NC_000007.14,55950000,55955000,8385,5000,5000,1.0,1,4623
232,42.0,0.3524390243902439,0.0009682192570359257,0.00284700852699138,0.0434569805761302,236,2,NC_000007.14,55955000,55960000,22019,5000,5000,1.0,1,4623
233,64.0,0.29851510496671785,0.0027690165200983715,0.004046991038238947,0.06279736986460704,101,2,NC_000007.14,55960000,55965000,278,5000,5000,1.0,1,35594
234,63.0,0.32152300370174514,0.0025740306066253864,0.003991704703050537,0.06227958593439636,109,2,NC_000007.14,55965000,55970000,1164,5000,5000,1.0,0,0
235,44.0,0.3023255813953488,0.001208425936408232,0.0029688127407981536,0.04295493982398534,228,1,NC_000007.14,55970000,55975000,566,5000,5000,1.0,0,0
236,66.0,0.2867132867132867,0.0029056579696397663,0.00414947153609089,0.06440576735106061,93,1,NC_000007.14,55975000,55980000,8076,5000,5000,1.0,0,0
237,67.0,0.26142017186793304,0.0035560073140437497,0.00423317575706586,0.06269455235466283,85,2,NC_000007.14,55980000,55985000,22216,5000,5000,1.0,0,0
238,66.0,0.2519230769230769,0.003418085042510637,0.004176545346881649,0.062091318495139144,90,1,NC_000007.14,55985000,55990000,3955,5000,5000,1.0,0,0
239,68.0,0.2541836273179557,0.00385948837397403,0.004298748966844092,0.06264352826269544,80,2,NC_000007.14,55990000,55995000,9951,5000,5000,1.0,0,0
240,69.0,0.24451273046532046,0.00416532736268985,0.004359900019114257,0.06341724460577375,70,2,NC_000007.14,55995000,56000000,47084,5000,5000,1.0,0,0
241,66.0,0.2865384615384615,0.003008352584349053,0.004160709320762143,0.06371820754527381,92,2,NC_000007.14,56000000,56005000,3367,5000,5000,1.0,1,35594
242,65.0,0.3040674603174603,0.0029438074191960734,0.004119363534983598,0.061276568294747175,95,2,NC_000007.14,56005000,56010000,673,5000,5000,1.0,0,0
243,67.0,0.28251748251748254,0.00298167816103552,0.004202772969097469,0.06474604435433506,89,1,NC_000007.14,56010000,56015000,14138,5000,5000,1.0,1,40380
244,62.0,0.2972677595628415,0.002591026993239853,0.003945354553944749,0.05961675429499705,116,2,NC_000007.14,56015000,56020000,15241,5000,5000,1.0,0,0
245,52.0,0.2654600301659125,0.0020606519543880973,0.0034135676114479723,0.04898460113559675,191,2,NC_000007.14,56020000,56025000,7176,5000,5000,1.0,0,0
246,53.0,0.2931785195936139,0.0019289514161385866,0.003453190473567771,0.05135518647167942,187,1,NC_000007.14,56025000,56030000,1951,5000,5000,1.0,0,0
247,57.0,0.2744360902255639,0.002387293199615224,0.0036808131170428674,0.05384249613036027,160,2,NC_000007.14,56030000,56035000,6360,5000,5000,1.0,0,0
248,50.0,0.31547619047619047,0.0015387181828716635,0.003290605386709043,0.04866135341403693,201,1,NC_000007.14,56035000,56040000,157,5000,5000,1.0,0,0
249,59.0,0.2655777374470659,0.0025287655190012657,0.003784071222917247,0.057230491185223824,144,2,NC_000007.14,56040000,56045000,208,5000,5000,1.0,0,0
250,43.0,0.27409988385598144,0.0013357794407032344,0.002933406734047628,0.039693925808313706,233,2,NC_000007.14,56045000,56050000,136,5000,5000,1.0,0,0
